name,price €,profit_rate %
RRHW,162.42,2.4
XNSQ,25.01,10.81
USIT,139.86,15.28
YSSI,83.17,3.3
TXNZ,26.64,3.8
FJMK,84.64,2.89
FOGW,91.39,14.96
TCGB,59.64,5.96
KTNL,184.05,17.27
QSPF,48.26,12.37
YFNB,193.49,15.11
JPKV,118.8,4.24
ACNQ,14.33,14.31
CXTQ,146.19,11.36
VACE,134.18,8.57
YNLH,78.25,11.17
WEQM,30.47,18.7
XUPY,101.42,19.97
QUHA,114.74,11.9
VAKF,88.6,17.83
DVXX,7.46,2.03
BEQP,160.67,18.35
NCBR,178.05,2.83
WWCI,60.79,8.92
WHDY,147.26,13.85
WKPG,97.27,10.36
JZDM,36.59,13.21
PIRB,140.86,16.72
LVNC,187.51,10.39
QTXF,117.12,17.5
CUJH,164.81,19.57
WBVL,184.21,19.58
IUBC,150.36,10.71
HLEO,145.71,4.44
ITGC,12.29,19.03
ABKW,55.42,13.43
LTRD,193.43,18.79
MJWY,5.72,19.99
JXLS,144.52,19.89
XVXF,103.19,13.4
AYUI,168.29,13.86
YZKE,181.19,12.14
SUWT,2.51,11.18
UYLX,187.03,10.32
XOJD,157.78,19.86
FWVB,50.24,13.45
DPTW,147.9,16.47
IGYO,185.59,9.15
VUBC,94.75,11.72
GEXF,71.63,16.72
VEKV,89.91,1.81
FOAI,132.23,2.4
WLGU,100.47,6.21
ASBX,99.06,8.74
HUTI,155.01,9.11
WQPZ,183.01,5.26
CLMH,188.08,8.62
WMRD,155.4,6.33
AUYD,20.3,12.11
LKQO,100.26,17.8
SWSV,22.84,11.83
ETLC,67.19,12.24
QMCZ,187.44,19.93
GJGA,26.38,5.07
UVOX,82.6,19.28
MPYE,67.51,18.93
MIDY,116.76,5.55
LEGG,30.49,5.32
YJNZ,8.64,16.85
OOGB,95.62,6.17
HFZL,157.74,3.63
EWGF,199.28,3.23
ZMWK,94.36,12.22
UXSX,193.46,15.7
TTWP,78.06,16.63
EPAJ,140.16,7.75
ILJQ,16.5,7.05
AHIU,77.78,10.39
VYBX,49.48,16.02
OMIM,189.16,5.49
QGNT,33.52,14.98
HQSS,80.53,18.68
WQAX,98.53,3.62
ONBP,163.42,9.89
ONAN,131.13,5.83
WSFV,61.91,4.32
SMFR,15.26,2.82
EDNQ,157.91,11.34
TVDO,49.23,7.47
GBDN,190.99,13.81
JKYX,70.65,17.54
UXIL,162.93,6.44
RKHV,113.87,17.89
ZGBQ,32.74,2.32
KYTN,131.34,10.02
LXRK,50.75,19.6
XKES,97.89,11.3
XDXS,128.87,1.09
ZAES,81.08,17.73
THSN,54.77,5.42
CHSU,133.21,5.01
BBFS,55.58,17.58
BESK,152.39,15.17
WHJM,26.8,14.38
XDBV,44.34,6.18
GWXW,25.6,9.77
DNYE,100.37,19.21
QQIA,94.71,2.67
VSPD,155.32,11.65
TTIE,157.61,17.71
WTJZ,69.55,2.22
GIAN,129.84,15.1
DWUB,96.58,17.78
UQNH,179.49,18.49
BSCL,159.23,8.48
FBIE,18.24,5.16
OQIT,151.75,14.11
LRUZ,148.68,16.47
VIEW,90.35,15.75
ONEU,31.97,9.22
UYTU,144.72,5.48
DKOT,14.56,11.85
NLRG,66.6,13.56
FMIU,66.84,4.98
PMTN,105.03,5.28
OHDI,141.7,15
ZCVB,132.8,16.69
LOBE,123.31,12.88
DRSG,33.91,15.61
XKVF,86.59,15.86
TNRX,97.59,4.34
CSOM,99.44,1.65
DPHN,58.77,15.37
CYZQ,54.52,15.48
PSCC,65.94,13.18
BXOL,46.83,4.38
VEDE,165.84,4.55
RRVO,58.03,17.95
DKYD,158.75,6.73
KPMN,18.06,9.64
KVUO,190.68,5.99
CXUE,43.57,14.93
BXET,160.16,18.76
CZEF,64.72,16.58
DISA,93.93,19.88
BOCA,166.67,2.62
DPMA,102.35,3.45
VDGC,143.78,12.35
ZMGP,199.39,8.2
ACVG,162.33,10.09
HEWQ,163.62,15.56
XQFH,131.89,3.65
RNNA,85.6,18.82
DRUG,137.78,8.64
PNCH,174.59,16.41
GAHG,178.26,17.39
IAIN,40.46,11.02
MZOZ,59.14,10.4
CLEV,82.71,16.97
YTWK,71.75,19.68
HDBT,4.22,7.94
NBOE,180.1,9.89
HZZP,25.13,9.97
QCWL,198.55,1.7
KGBR,143.08,12.44
IPTC,192.27,6.88
MHVB,137.88,4.77
LXUH,32.55,18.73
XACS,95.65,17.35
NSTI,44.28,12.02
HFGM,51.29,7.65
JHPF,132.46,9.82
NDUY,161.41,9.01
XKAA,13.09,18.29
LUQO,92.75,9
KHGC,95.48,17.03
EEYZ,118.74,13.87
SAXO,40.57,8.6
RQEW,188.69,13.78
JQXF,87.48,7.52
BAAB,175.34,7.62
RXLD,14.89,13.51
WUHO,184.73,4.05
TKSG,94.37,7.7
BHRV,152.23,16.18
SQRL,79.17,13.34
HWCW,150.13,19.08
IKWI,44.93,13.09
HZKV,186.33,16.52
CVUG,38.73,17.21
BBWV,135.61,6.91
MZLV,153.56,18.69
VVAB,39.04,18.91
EOIT,140.03,19.82
WLQA,124.45,2.23
IAVL,199.57,8.55
GEEE,33.44,1.61
STWJ,156.28,14.97
MNTL,60.43,5.89
TZRE,29.28,14.29
GGNE,131.8,19.2
IGNZ,4.97,18.21
DPMX,133.24,6.12
GLSH,180.86,2.27
ZWEU,72.18,14.82
NHGV,152.52,1.92
PYHW,166.97,3.72
DXZH,16.98,11.28
PAIP,2.06,18.74
YCGS,59.46,8.05
OBBR,36.66,10.91
EQAT,130.52,8.95
DNSA,186.32,5.99
EYZM,81.01,13.17
QPNQ,126.53,12.44
MPUQ,107.1,19.25
PGTG,146.17,15.19
FJQL,27.91,7.69
BIDD,113.82,12.78
BMNB,22.87,2.12
ZHSO,169.29,3.5
NOWO,156.88,10.97
KWMI,10.57,8.73
GZLS,151.15,15.86
JDZZ,34.62,16.36
WMKW,65,4.8
TRCV,20.23,1.43
HSQY,106.44,2.63
CYCL,139.92,2.48
GZDU,175.38,12.81
EDSE,173.12,10.73
OSEY,89.79,16.02
IIZW,121.74,9.96
BAZJ,167.07,18.67
IHJC,170.55,3.44
GEVQ,117.87,3.72
YYVU,70.72,13.97
PMDF,39.31,11.65
GEPB,174.05,18.02
DXGX,196.22,13.22
XTDV,44.16,18.47
FNJV,140.76,3.29
LROZ,2.38,17.17
TLYF,87.28,9.32
FPLO,27.52,4.64
GJUM,20.47,17.74
VXQE,138.86,10.48
ANBX,51.93,15.11
BWCQ,170.99,4.06
VYEE,172.31,7.08
OPMD,3.34,19.79
PZRF,176.82,15.14
WITF,194.68,2.33
KSZN,196.52,13.97
BUIO,121.82,2.03
LWUE,189.71,9.86
SHLG,56.92,10.75
JTMG,159.64,7.28
SPXF,94.47,7.63
EKXQ,116.89,4.68
SMFX,194.39,4.51
XGWT,112.67,3.74
EETI,165.2,17.36
IGDW,69.39,16.47
GIBD,113.33,8.36
UKMP,187.34,19.02
YUSV,13.33,6.86
IEBR,157.66,7.17
CLUK,176.82,9.22
IGBW,113.73,16.11
BVXA,122.28,14.99
JHYF,179.36,3.07
JWAW,13.1,10.08
XTHQ,118.69,15.65
MXNE,165.69,18.32
GYPB,126.72,7.59
XZUX,119.26,11.58
XJEH,136.48,14.89
DLRN,45.44,10.6
IMNP,73.72,1.94
GIOE,145.58,2.91
FMDL,56.46,3.49
JIJS,78.13,5.79
RGJL,160.11,6.11
IBUM,129.01,12.92
GXSU,136.06,8.18
KDVR,165.98,17.5
YXDJ,56.45,6.66
YONJ,70.17,8.66
UADI,31.71,18.78
VEYG,138.04,2.8
OPGP,23.56,15.04
VJVZ,34.84,1.76
YMDU,1.16,16.43
XPDC,37.12,10.21
UZCF,11.17,2.86
VBYC,138.79,3.76
TSZG,142.27,9.2
GIAD,170.64,15.88
LTVD,51.35,1.54
QTNB,12.68,15.42
AUXT,79.23,2.8
VVDR,59.62,7.26
AKVY,83.89,17.32
SDNA,81.15,11.15
DDKV,178.31,13.34
CGJL,102.16,12.08
SXSH,130.85,18.11
JSZS,25.66,2.29
JAUL,26.67,16.35
YXET,39.79,17.42
TMIU,153.64,14.5
ZUYY,58.92,4.49
MJVY,181.02,5.94
EPCS,118.34,3.47
TQJM,40.56,8.96
PMSL,180.3,10.45
MKKG,36.67,4.31
NDFC,111.85,1.46
JSPV,9.55,2.2
JVSM,115.18,10.69
MVGI,66.41,15.52
PNUY,131.85,17.33
ZNJS,181.81,13.72
OJHM,56.36,12.92
NSCK,84.4,1.98
KSWO,73.81,7.58
NGLM,119.76,16.37
IIDT,13.27,3.14
DGXF,127.38,11.68
XCKQ,21.17,13.05
NTKY,17.85,6.49
QSXP,67.13,1.4
JMTH,134.84,10.01
AMNI,137.91,4.22
YOKG,138.58,1.35
QXNB,123.61,8.38
GYAQ,107.25,18.96
JLCT,68.27,10.77
ISCO,137.81,1.16
XJNO,34.47,1.64
LNDE,184.3,7.43
YKPY,41.26,4.17
LDBL,11.53,7.86
TYVQ,141.62,6.42
LMVH,170.57,15.3
TWQT,172.87,10.26
AKFR,113.95,17.29
MDXU,71.97,2.62
PQJG,43.3,16.61
GIXN,34.99,16.08
JSVK,5.85,6.83
FCZC,6.25,3.39
CKCS,147.01,10.04
HEEE,129.8,18.51
CUEO,125.11,4.16
PMOX,79.39,14.7
VBTJ,98.51,15.97
YCQF,61.84,4.06
CEDS,86.71,5.57
UPXH,148.19,18.41
EQSP,137.53,6.64
PHFF,175.57,19.16
EJTI,24.27,2.02
GNFE,83.48,15.7
IGTC,178.8,13.81
IGLP,192.8,11.94
WAPO,16.54,7.4
DGWG,138.99,15.74
IMRQ,101.07,9.6
CMLN,144.55,9.52
WJFV,114.83,2.19
YODW,170.37,19.08
YLFH,78.72,1.49
CORH,59.92,12.05
UYMO,10.67,9.69
MQAJ,95.71,6.77
NUYM,67.83,2.26
WRHX,105.17,8.2
WKXU,155.87,18.81
IXWF,51.48,14.06
XAKB,159.56,18.41
UPOE,78.09,4.39
COHJ,100.98,12.53
IZJE,183.63,2.37
GPJC,22.8,16.9
MFJL,172.35,1.99
JCOE,152.16,4.02
KMZB,65.09,13.41
MPYW,185.11,8.65
CZSO,73.54,19.85
OXOR,88.74,4.11
FVDJ,189.78,14.55
WAWO,25.09,14.81
DMTZ,27.74,8.41
VFVI,86.5,15.4
PUHA,98.51,4.97
VALX,87.27,15.28
FECV,3.65,17.83
SMYY,126,11.39
KUFL,81.37,1.48
JWYZ,32.65,6.17
OYKQ,93.5,7.39
AGZX,18.29,19.72
FCUB,129.95,3.75
EYXH,78,8.14
QANS,81.02,14.9
SNKG,24.5,19.84
ETWX,70.01,17.1
PPHO,174.41,17.18
NZFX,182.97,18.45
KFAH,72.63,2.58
RWYC,132.95,11.94
DSZE,28.92,4.3
DNCV,72.58,17.11
BGJK,37.72,16.17
CKQF,3.92,8.59
DQAK,88.74,6.75
OKUJ,181.86,10.41
KRVX,11.09,2.17
PMSZ,166.57,2.28
JMDW,198.57,19.88
VWMS,122.03,3.65
AKWU,186.31,14.14
KVMI,4.01,9.11
VLIJ,42.34,1.81
RSQI,75.98,18.58
IQUU,33.65,11.76
MSNW,81.03,11.81
MOJS,66.42,6.46
XVJW,64.16,13.33
DUZA,73.71,14.15
PFIA,107.88,2.34
QAQO,82.47,15.05
JGBP,107.03,17.17
MVCR,113.86,16.42
LXEY,159.83,12.88
ZCGQ,75.32,7.1
SZLJ,101,11.04
TCVG,160.91,9.25
OENP,171.36,5.78
KDAS,139.2,7.54
ICMM,34.31,2.32
LVWC,103.19,18.09
PHPU,168,10.78
OAPI,75.23,18.05
AIKE,56.08,14.53
EAUY,87.99,12.55
WDAN,145.86,15.51
NTUI,117.79,11.54
NUUL,6.34,6.06
BAEA,127.66,9.96
RXCC,171.24,19.36
HEBC,153.84,9.35
MZQT,45.69,6.94
OPXN,191.67,12.91
XDCX,94.37,11.56
UODL,67.76,7.48
HZTK,22.07,15.62
FHZZ,164.54,6.12
SEWS,186.37,16.84
DKXL,124.69,19.24
KBVV,166.8,19.88
TDQL,99.7,6.52
ZAEB,30,16.56
NXOQ,103.36,8.13
RIDK,8.81,3.29
PAVL,188.48,17.02
NIPU,126.94,11.26
EVDD,113.89,7.93
BYPI,168.77,10.67
ZRQA,133.34,2.9
XKBP,141.43,6.62
KDMK,133.3,3.98
BKFO,181.43,13.14
CMHE,17.87,17.39
OTTP,28.33,17.95
DJEV,156.44,8.24
GDWY,17.75,3.33
CXGF,13.66,12.46
NEMA,157.73,7.68
IBOJ,45.58,13.66
PLYN,112.8,5.28
ERBG,28.28,10.74
UZYG,127.91,7.48
MSNQ,79.43,19.79
JTGG,71.07,14.32
SPPB,111.74,18.73
EKND,23.88,7.99
FYZZ,132.7,18.55
TIHV,121.73,3.71
GLDQ,105.24,5.13
YTML,143.87,4.5
AACA,154.37,14.82
DDPO,37.91,4.71
MJKG,183.86,4.86
YRBN,151.51,5.18
GTIO,91.23,1.59
RWGK,144.95,19.79
WCBC,1.81,18.14
UTKW,149.81,14.91
RNMG,49.63,15.8
IFXZ,95.53,13.74
EJLL,58,2.57
PCMQ,158.54,7.62
RVXI,111.7,19.01
FLEL,72.1,7.81
NRMG,185.87,13.14
ICVG,125.95,1.47
YKLC,90.8,14.12
VZPA,150.69,2.18
TVXQ,77,16.39
DSQS,35.89,11.54
EYOC,19.14,17.55
CSAL,173.25,6
HTKL,107.52,3.11
LZPQ,68.18,4.11
HPEN,10.08,14.28
LCUC,165.77,19.97
KABE,94.48,8.23
ITUG,26.29,9.67
OKYN,109.4,8.26
DQZK,63.47,15.82
GBRG,154.78,1.07
CMVW,184.05,2.19
ACFT,145.36,4
ERID,48.46,13
JMXG,70.39,15.03
ATJQ,172.43,1.43
CZPJ,70.55,11.64
SLMX,154.25,10.08
SLAW,61.91,17.13
ILVL,112.54,9.15
YXGF,125.43,2.97
INAU,148.09,18.94
BLQP,123.29,15
ZHHD,68.49,12.24
QIXO,186.65,17.74
XHAD,5.44,1.58
VFDN,115.46,6.96
ILTH,33.07,15.06
INWV,42.15,13.08
SQWI,48.74,7.5
UQXX,51.14,17.56
HRLF,35.45,8.86
NCTY,181.14,11.97
TATY,4.8,13.24
QCYY,191.87,19.58
GSOB,7.65,9.17
USHR,29.59,13.42
AIYB,162.9,17.47
KHZY,138.1,18.79
VZXS,56.44,3.52
ZZVP,144.16,11.16
ETHY,162.27,6.36
EUOU,188.27,6.99
IWTY,126.34,13.25
RSOX,1.24,7.54
XDPH,80.56,17.78
VQOY,104.91,4.35
RTPK,198.59,12.29
LKLQ,188.53,3.62
QVLJ,134.26,3.62
PUYD,70.26,15.73
ZGMV,64.2,19.54
OFDG,148.75,15.54
IZLI,33.57,4.5
TLZV,46.33,18.45
UTUY,6.61,5.56
SNBJ,155.31,11.03
DSHX,152.27,10.12
NSCQ,52.06,9.24
MVFJ,181.84,1.77
NKTS,57.51,4.89
HHTA,101.55,1.49
YPKY,44.48,14.87
CHHA,48.11,11.31
HPJR,135.26,16.33
HGPZ,181.39,4.31
KKCN,69.27,14.76
UJTV,188.46,13.87
LLYW,32.71,15.96
SYYJ,25.28,10.14
GUFL,147.06,9.38
WLCH,27.68,12.27
CMLL,3.9,19.52
SEWW,182.64,8.64
VIKP,63.02,5.28
ZLIO,159.96,9.9
VALP,83.27,4.87
ZTRA,197.81,8
UKPI,114.33,11.88
PCAA,169.33,15.66
QMDZ,96.43,3.7
LHHA,126.01,8.56
XRDV,166.51,1.23
GVDT,176.86,15.76
ZOEE,18.98,4.34
MJBV,86.8,11.81
RXSZ,172.58,13.73
RESL,103.63,3.46
CJBL,62.78,17.96
YABF,160.2,14.23
RDSG,40.56,14.92
LHQW,8.59,14.43
QLCO,55.71,6.27
QNKI,92.72,19.28
JORA,182.75,19.51
WMSG,130.98,2
UDGT,2.01,15.59
WRGM,47.34,5.96
HBOY,139.18,8.15
XWON,163.82,14.41
JVJI,59.74,17.05
GAMM,95.3,10.13
GYBF,94.42,6.8
IOFH,127.11,1.04
GZPD,153.06,4.23
UKFV,22.47,9.74
OLFN,109.39,10.55
FAMY,87.21,18.38
MCZV,145.96,15.59
ZYDB,129.49,10.21
DKKF,103.21,4.74
EQRT,133.34,7.91
QZQQ,21.97,6.97
NVED,69,10.2
VZPK,140.75,11.27
LDNN,157.33,2.93
MCIG,175.04,17.59
QXZF,77.31,14.69
FVXM,32.17,6.51
OAUN,107.84,15.05
IBQO,16.92,11.92
OJBE,191.66,2.11
RGWK,37.54,18.87
NGQB,138.5,16.61
FSWH,188.91,13.76
TRQL,51.45,17.42
LCLP,164.79,12.22
PIYS,90.23,13.5
ASTD,105.41,2.95
WMGY,194.45,18.58
ZELS,16.97,10.2
XONQ,166.37,16.65
ZUCM,193.12,14.9
CPED,191.29,5.23
UAIO,29.41,18.89
UYCY,198.64,3.88
NURW,12.44,4.02
AQFF,140.73,8.1
HTSV,60.32,1.59
HUUF,24.76,1.13
NMMY,96.86,10.58
KOHM,147.17,6.03
EMIP,85.23,13.77
DMKQ,108.03,17.52
GUOJ,175.72,1.05
YHQO,14.49,16.41
YSDZ,121.27,4.93
KMIX,8.12,1.69
UAMC,178.45,11.18
PKHA,8.49,17.42
CQMA,107.57,17.13
QSQK,20.91,9.23
KTTS,121.1,14.52
VYXP,6.63,10.67
GZFS,133.36,12.13
BCGM,79.57,16.34
WKNF,70.52,8.99
OPSG,30.47,19.74
QPLZ,98.26,8.79
LQGR,63.44,1.17
IAAV,156.69,12.92
MVZX,194.53,6.5
OXVC,130.1,6.14
HIMJ,46.48,3
EKBV,41.98,17.31
FPUT,86.78,18.03
RNUN,181.51,13.67
QTVL,37.88,10.66
EZZN,92.74,2.44
LJMM,105.18,19.39
VIKF,164.15,4.2
AVFU,102.18,7.1
AWWH,44.7,11.98
FCWL,63.1,12.7
AHGG,36.18,14.17
OSCD,41.09,15.55
HPZG,31.4,19.82
KJKX,70.06,15.83
CYWH,171.26,15.83
JEMF,113.39,8.02
NYLP,30.63,13.28
CYHI,115.88,8.41
OSDH,113.11,3.77
QEZU,103.62,17.37
PTHK,85.35,3.78
PWAS,174.14,8.78
JJVL,70.58,4.19
LGZZ,145.46,14.63
BLGK,23.38,5.77
DXWV,142.16,18.15
SCUW,161.03,15.71
ROXS,95.83,11.38
KIRG,81.48,19.7
GZQY,45.16,10.09
VNSZ,36.84,9.7
PNXI,155.92,4.31
EAND,61.27,8.75
XPPP,26.02,13.28
QGAC,49.32,9.34
MZMM,24.72,14.48
WVHK,31.79,6.96
EZQY,15.86,17.08
TZJU,14.66,14.78
CHZZ,74.09,10.03
CCCM,80.53,1.13
OZGF,1.95,13.32
GAUH,56.11,13.02
KRTE,74.76,18.01
NVNC,114.19,10.27
WPQU,154.03,18.35
GUED,139.8,1.77
WLHC,4.18,18.7
DEZL,59.43,7.19
XEMO,88.23,10.82
VZCV,97.21,4.88
SGGB,58.85,6.44
VEQH,10.21,8.63
RDBJ,54.63,18.88
KTNS,159.13,7.45
MVEO,3.91,1.17
BWRU,16.9,15.16
CFWD,182.6,16.96
JKZJ,176.05,1.61
UMYF,198.22,4.38
BMRL,20.67,14.29
EEHU,195.42,17.44
FTNE,146.06,1.21
ETET,82.75,19.65
HGWL,106.62,13.04
AFXT,156.58,4.94
BCHY,13.69,13.85
LRRF,78.06,12.39
AYVN,170.47,6.82
MNFB,62.52,4.53
KFRK,71.95,7.71
UMSL,147.83,13.06
BRGP,145.42,13.62
ZXGF,86.76,8.9
LXPE,105.3,5.18
JDTG,137.73,8.44
GLSR,109.03,14.66
CLGK,70.76,9.02
JLSE,56.21,1.63
ZMCC,83.32,16.47
PEBK,46.77,11.06
KZJR,196.82,16.65
MZHU,173.45,3.62
IIUD,189.86,18.06
FDCM,195.29,3.99
NDDN,77.02,1.76
BPVL,185.1,14.1
WTAF,122.41,6.75
JDSL,26.89,19.52
MMQF,76.53,9.94
ITQU,79.58,1.61
MZFU,144.86,6.85
HHBC,129.08,6.33
XIVR,163.36,6.37
SWYM,34.62,8.41
RDPK,92.09,10.48
YYCF,73.11,11.01
FSOH,179.68,7.49
MAXD,48.02,17.1
ESYS,85.71,3.1
PXMK,161.51,1.9
XENY,14.81,1.71
IEGW,17.19,2.99
TNTM,38.74,8.2
QBRC,73.92,10.85
LLFC,196.56,12.71
EYOC,11.16,4.89
AVCU,9.13,14.13
DYDG,142.89,8.02
IFTR,52.55,6.95
VQVT,166.16,18.81
KCNI,154.46,5.34
TORT,195.52,16.94
YNVZ,149.39,8.21
XQDY,28.08,5.68
HUFP,126.12,1.28
OYZE,126.08,16.09
QTWD,10.14,6.62
PWHC,10.71,2.05
FUCO,131.92,18.33
YPLP,39.11,2.27
LJSF,75.92,11.76
WWXU,150.2,15.44
KCOX,140.31,4.24
ADEL,117.29,6.31
KIEN,164.1,15.18
IPEM,77.87,5.18
IGAP,125.8,4.83
VQKK,144.99,10.37
QOBZ,14.02,15.95
MVSJ,35.44,5.57
OWUY,152.65,5.83
OWUC,62.2,15.92
DTXB,156.39,18.3
ZESV,34.81,14.59
JTKG,133.42,3.36
WUFJ,4.98,12.2
MSUP,189.97,1.4
KZQQ,117.87,3.98
OMWW,41.26,15.45
RKXX,13.59,3.95
JIUV,13.27,3.8
KDTT,160.12,9.9
WAHU,47.89,2.49
RYCV,120.3,6.09
LOBD,78.42,6.86
PCYL,181.67,14.41
OZNI,100.41,1.42
TALP,106.55,14.37
CUND,100.96,5.98
LPQR,34.43,12.43
FEYZ,60.02,8.13
YIWD,46.1,2.04
DAPX,24.72,4.39
JZOF,68.56,14.23
PYOD,41.71,14.59
HIJW,171.8,18.7
XWPV,8.2,1.67
YPKG,87.26,7.47
IPFP,124.74,18.82
KAYA,6.9,17.56
VBII,113.04,2.47
KXGE,159.83,17.76
JZLZ,13.85,16.53
VYSK,162.32,16.74
YKVG,175.31,15.7
KKVA,10.49,18.54
QWZY,192.7,11.95
XKFY,68.34,15.36
PWKD,8.02,2.34
DPRO,134.97,18.9
MOKN,78.47,18.68
CJUA,109.13,15.18
MDEA,58.87,12.66
SGHQ,69.42,18.81
OVQU,150.07,4.37
VMYX,134.72,6.72
FHIO,128.27,15.43
KTUA,72.72,18.01
LYAF,79.28,18.73
WADS,38.64,2.16
LFPO,172.57,4.33
UPIA,112.85,18.53
KACL,125.12,5.73
CYXS,156.22,7.27
DKFI,96.39,4.39
XDHS,156.54,11.87
EJYH,125.58,20
JNPK,135.64,11.06
TXVP,21.04,6.57
AQUT,159.18,13.98
UOBX,108.3,13.42
RKLT,88.97,9.51
BECY,14.55,19.33
HSGJ,161.95,4.23
RUOP,101.46,2.05
PVZC,73.33,7.07
OOZQ,143.36,7.29
XXIO,194.55,13.9
AHJO,168.52,16.34
QHXL,3.29,2.08
OCLS,103.58,5.2
HWHY,192.94,6.84
VAAC,172.98,17.13
JWVC,58.32,3
SODY,116.42,8.14
DWAD,29.96,9.71
IECS,189.32,14.92
ADBD,166.94,4.73
DLPY,115.47,8.94
TTIR,127.61,13.19
JBHS,46.99,13.73
ZWTV,119.52,15.49
CZBD,53.08,10.72
IEKD,58.65,11.73
JUQO,126.31,14.11
AOUJ,89.03,8.75
OQVF,80.79,10.84
NQEW,102.55,19.94
TNSR,36.93,13.2
DNMH,73.71,9.99
YIER,112.81,16.09
YTEE,163.04,19.16
KHDU,181.85,9.14
BQTK,65.64,11.76
FUGJ,155.93,13.51
DWLP,192.39,13.23
EQQV,9.93,12.64
KERS,198.18,7.31
AAMU,187.91,13.71
KNGY,68.32,5.06
OFFU,47.56,14.84
WLLQ,138.61,15.59
TDIO,48.03,11.31
CPWO,90.15,5.03
BWDZ,196.04,16.94
AJRB,175.67,9.95
IIGL,59.31,11.21
HNMP,170.34,2.46
NBEY,74.26,18.67
JPPF,64.33,5.77
BDIL,33.11,1.4
TCMA,177.55,12.52
SVXT,92.65,5.68
DHDB,110.15,4.02
ZJCE,84.15,7.79
WGWV,54.39,5.24
SBTD,86.91,16.41
MXAU,170.56,15.26
KAVC,145.72,12.99
YNKJ,140.09,9.58
KTUR,149.36,11.21
CYSL,12.47,14.73
RLAE,91.4,13.18
AOTJ,119.42,13.66
IIVL,10.23,7.24
TQED,190.52,15.47
DHLY,17.86,4.73
KEHH,132.54,10.71
JMOG,121.87,15.21
EBZA,107.03,9.02
EPZY,169.75,16.59
QWGY,163.58,5.26
DXLV,89.25,11.34
HFBU,158.35,9.61
EYEZ,98.58,11.53
UCEH,143.1,9.15
EREE,92.28,13.95
DYIA,126.21,17.29
OPUK,69.37,6.45
FFZN,21.94,19.63
BIPT,81.58,19.9
INHB,184.23,17.5
AYSY,167.03,2.96
USJH,141.95,18.07
KHDJ,103.59,16.88
CCGC,2.48,15.71
UUTT,81.64,19.85
DIKW,188.32,17.87
KYLL,127.51,17.91
MMIC,72.88,14.97
FAOA,29.82,8.64
IKVX,158.89,18.45
MMWG,16.2,12.39
OLZZ,147.69,17.68
XBJC,66.62,12.5
WPUY,103.94,10.23
KITT,51.14,12.78
PMUB,196.89,15.54
JMAJ,93.83,2.66
MGLU,36.43,1.03
YNJR,122.95,3.2
JTEX,115.51,11.7
HUAM,99.73,7.17
FUHX,36.7,17.63
KDDZ,63.34,7.51
MKOE,123.52,11.86
BPQS,193.57,13.96
PKVZ,74.7,15.96
FMDA,91.53,3.71
NSHW,6.07,2.61
GMCB,138.21,19.03
LXAR,93.6,2.14
HIZN,127.72,7.49
UAAT,61.47,10.03
NNAU,62.9,10.99
OTJX,9.98,19.86
PONT,181.09,1.25
ZSMS,122.68,9.64
HGHE,30.4,7.74
OBIL,55.62,3.89
HRGQ,162.1,8.87
APUO,98.75,14.28
KVND,138.63,14.97
VNWZ,4.13,9.12
TFAT,112.33,11.93
OUEV,96.58,13.64
LGRR,166.09,5.88
VFJS,19.83,8.25
KFUG,55.55,19.65
UHZX,115.82,3.36
AGUZ,12.93,13.18
OCXJ,170.18,19.81
DILJ,37.53,14.44
IVWB,80.75,8.76
LWCK,147.94,19.92
ALCX,150.1,9.92
DWWD,14.48,11.16
OGTY,187.32,1.91
FJMZ,152.87,14.58
VWTX,47.23,2.78
TCVT,188.98,5.8
URLH,42.41,16.85
IPKJ,167.04,4.3
YOPM,143.51,2.85
GPCV,15.14,6.33
MZHJ,90.81,6.29
MFKM,135.34,13.96
IWJD,50.85,16.55
YNBI,176.76,7.75
NRMT,116.25,8.95
VZHJ,132.14,16.03
SKJA,15.9,8.65
HKOT,73.71,8.06
TITP,108.21,6.46
YBDA,185.41,19.99
JXFL,35.79,7.47
MOBS,135.39,13.48
THSH,67.74,5.63
ZUKK,94.04,4.52
ULGN,17.5,15.91
EVHK,90.77,5.57
SUMY,87.13,17.71
IHWI,154.95,19
SPAS,19.21,9.57
AHLS,30.1,13.44
PNCZ,167.62,12.06
SGDW,103,2.08
LYXF,9.37,16.47
GGRA,182.41,3.02
OUCE,47.26,9.43
LKEE,67.32,6.9
GBWS,65.17,19.14
RILO,193.28,17.83
BYXQ,23,5.56
VVKA,123.73,8.9
TPRM,23.99,12.81
TPGF,65.27,1.32
VIKY,162.89,7.34
QOJU,120.28,18.06
WOLQ,39,9.54
DEMX,160.44,16.4
FHDH,181.58,14.36
QBBC,159.94,9.67
QHIJ,103.21,16.8
BJXU,47.95,8.59
PIIG,183.26,7.8
OVSH,14.66,2.84
ZFNB,123.72,14.18
CNKN,163.45,2.12
EGAU,29.59,15.87
RXHW,100.62,2.74
CZNR,181.72,16.5
ERRJ,74.44,4.89
VXAE,192.51,14.74
MVZO,150.47,1.91
OSJV,15.39,20
EWMR,98.55,10.82
ZPSO,91.29,7.47
BMNQ,33.68,19.02
UOAG,78.72,19.32
CBVO,88.18,3.73
VUPD,123.92,12.48
XYAX,192.75,18.36
AXIN,34.93,16.84
CEII,195.66,5.87
MZQH,99.17,9.16
